station_name,station_code,state_name,day,std_min,lat,lng,stop,platform_number,food_available,hotel_available,hospital_available
MAHEJI,MYJ,MAHARASHTRA,3,3106,20.7687944313,75.424489975,False,0,False,False,True
PARDHANDE,PHQ,MAHARASHTRA,3,3111,20.7294651895,75.3771114349,False,0,False,False,False
PACHORA JN,PC,MAHARASHTRA,3,3115,20.668605,75.34853,False,0,False,False,True
GALAN,GAA,MAHARASHTRA,3,3122,20.6098898065,75.2772903442,False,0,False,False,False
NAGARDEVLA,NGD,MAHARASHTRA,3,3127,20.6032216547,75.1983261108,False,0,False,False,False
KAJGAON,KJ,MAHARASHTRA,3,3132,20.573653,75.140305,False,0,False,False,True
VAGHLI,VGL,MAHARASHTRA,3,3138,20.522699,75.074387,False,0,False,True,True
CHALISGAON JN,CSN,MAHARASHTRA,3,3145,20.464209,74.999149,True,3,False,True,True
HIRAPUR,HPR,MAHARASHTRA,3,3153,20.4246802267,74.9368000031,False,0,False,False,False
ROHINI,RHNE,MAHARASHTRA,3,3162,20.3624514458,74.859380722,False,0,False,False,False
NAYDONGRI,NI,MAHARASHTRA,3,3166,20.3486909504,74.8368930817,False,0,False,False,True
PIMPAR KHED,PKE,MAHARASHTRA,3,3176,20.307925334,74.7564697266,False,0,False,False,True
NANDGAON YARD,NGNX,,3,3186,,,False,0,False,False,False
NANDGAON,NGN,MAHARASHTRA,3,3187,20.308086,74.659996,False,0,False,False,True
PANJHAN,PJN,MAHARASHTRA,3,3193,20.275724,74.606781,False,0,False,False,True
HISVAHAL,HSL,MAHARASHTRA,3,3199,20.282809,74.57056,False,0,False,False,True
PANEVADI,PNV,MAHARASHTRA,3,3207,20.26574,74.495373,False,0,False,True,True
MANMAD JN,MMR,MAHARASHTRA,3,3215,20.249877,74.438295,True,3,False,True,True
YY-MMRX,YY-MMRX,,3,3216,,,False,0,False,False,False
SUMMIT,SUM,MAHARASHTRA,3,3227,20.2113006011,74.3426799774,False,0,False,False,False
LASALGAON,LS,MAHARASHTRA,3,3243,20.154908,74.226036,False,0,False,False,True
UGAON,UGN,MAHARASHTRA,3,3254,20.122192,74.136429,False,0,False,False,False
NIPHAD,NR,MAHARASHTRA,3,3262,20.096884,74.079781,False,0,False,False,True
KASBE-SUKENE,KBSN,MAHARASHTRA,3,3268,20.072056,74.026909,False,0,False,False,True
KHERVADI,KW,MAHARASHTRA,3,3276,20.046578,73.973608,False,0,False,False,True
ODHA,ODHA,MAHARASHTRA,3,3284,20.01642,73.910866,False,0,False,False,False
NASIK ROAD,NK,MAHARASHTRA,3,3300,19.948017,73.842287,True,3,False,True,True
DEVLALI,DVL,MAHARASHTRA,3,3310,19.897099,73.83688,True,1,False,True,True
LAHAVIT,LT,MAHARASHTRA,3,3330,19.852865,73.815079,False,0,False,False,False
ASVALI,AV,MAHARASHTRA,3,3346,19.817421,73.751135,False,0,False,False,False
PADLI,PI,MAHARASHTRA,3,3361,19.783988,73.665793,False,0,False,False,False
GHOTI,GO,MAHARASHTRA,3,3376,19.723161,73.636194,False,0,False,False,True
IGATPURI YARD,IGPX,,3,3387,,,False,0,False,False,False
IGATPURI,IGP,MAHARASHTRA,3,3395,19.694153,73.562479,True,1,False,True,True
BLOCK AND CATCH SIDING CABINE NO.1,TGR1,,3,3401,19.698274,73.543828,False,0,False,True,False
BLOCK AND CATCH SIDING CABINE NO.2,TGR2,,3,3403,19.701506,73.500054,False,0,False,False,False
BLOCK AND CATCH SIDING CABINE NO.3,TGR3,,3,3408,19.674838,73.486321,False,0,False,False,False
KASARA,KSRA,MAHARASHTRA,3,3412,19.647599,73.472443,False,0,False,False,True
OOMBERMALI,OMB,MAHARASHTRA,3,3420,19.628036,73.422661,False,0,False,False,False
KHARDI,KE,MAHARASHTRA,3,3428,19.580332,73.393822,False,0,False,False,True
THANSIT,THS,MAHARASHTRA,3,3435,19.549761,73.351593,False,0,False,False,False
ATGAON,ATG,MAHARASHTRA,3,3442,19.5036513038,73.3281612396,False,0,False,False,False
ASANGAON,ASO,MAHARASHTRA,3,3454,19.439238,73.307819,False,0,False,False,True
VASIND,VSD,MAHARASHTRA,3,3461,19.406212,73.267479,False,0,False,False,True
KHADAVLI,KDV,MAHARASHTRA,3,3470,19.35657892,73.21907043,False,0,False,False,True
TITVALA,TLA,MAHARASHTRA,3,3479,19.296724,73.202934,False,0,False,False,True
AMBIVLI,ABY,MAHARASHTRA,3,3485,19.267397,73.17152,False,0,False,False,True
SHAHAD,SHAD,MAHARASHTRA,3,3488,19.244222,73.158131,False,0,False,False,True
KALYAN JN,KYN,MAHARASHTRA,3,3495,19.235126,73.13015,True,6,False,True,True
KALYAN SIDING,KYNX,,3,3496,,,False,0,False,False,False
THAKRULI,THK,MAHARASHTRA,3,3499,19.225968,73.097878,False,0,False,False,True
DOMBIVILI,DI,MAHARASHTRA,3,3500,19.218188,73.08687,False,0,False,False,True
KOPAR ROAD,KOPR,MAHARASHTRA,3,3501,19.210975,73.077471,False,0,False,False,False
DIVA JN. CABIN,DWJN,MAHARASHTRA,3,3504,19.188947,73.043203,False,0,False,True,False
DIVA,DIVA,MAHARASHTRA,3,3506,19.188684,73.042195,False,0,False,True,False
YY-PSKT,YY-PSKT,,3,3509,,,False,0,False,False,False
XX-TNAB,XX-TNAB,,3,3510,,,False,0,False,False,False
THANE,TNA,MAHARASHTRA,3,3513,19.185887,72.975547,False,0,False,True,True
MULUND,MLND,MAHARASHTRA,3,3516,19.172065,72.956643,False,0,False,True,True
CRNM,CRNM,,3,3517,,,False,0,False,False,False
NAHUR,NHU,MAHARASHTRA,3,3518,19.154736,72.946773,False,0,False,True,False
BHANDUP,BND,MAHARASHTRA,3,3519,19.14230998,72.93753505,False,0,False,True,True
KANJUR MARG,KJMG,,3,3521,19.128201,72.928061,False,0,False,True,False
VIKHROLI,VK,MAHARASHTRA,3,3523,19.11186,72.928212,False,0,False,True,False
GHATKOPAR,GC,MAHARASHTRA,3,3527,19.085865,72.908471,False,0,False,True,True
VIDYAVIHAR,VVH,MAHARASHTRA,3,3528,19.079518,72.897441,False,0,False,True,False
CLAS,CLAS,MAHARASHTRA,3,3529,,,False,0,False,False,False
KURLA JN,CLA,MAHARASHTRA,3,3530,19.065241,72.879395,False,0,False,True,True
MUMBAI SION,SIN,MAHARASHTRA,3,3533,19.047495,72.864032,False,0,False,True,True
MUMBAI MATUNGA,MTN,MAHARASHTRA,3,3536,19.027697,72.850192,False,0,False,True,False
MUMBAI DADAR CENTRAL,DR,Maharashtra,3,3540,19.017189,72.842982,True,6,False,True,True
MUMBAI PAREL,PR,MAHARASHTRA,3,3543,19.009115,72.837574,False,0,False,True,True
PAREL WORKSHOP,PRLW,,3,3545,,,False,0,False,False,False
MUMBAI CURREY ROAD,CRD,MAHARASHTRA,3,3548,18.99398,72.83294,False,0,False,True,True
MUMBAI CHINCHPOKLI,CHG,MAHARASHTRA,3,3550,18.986919,72.832789,False,0,False,True,True
BYCULLA,BY,MAHARASHTRA,3,3553,18.97655,72.832811,False,0,False,True,True
MZNC,MZNC,,3,3555,,,False,0,False,False,False
MUMBAI SANDHURST ROAD,SNRD,MAHARASHTRA,3,3558,18.962041,72.839463,False,0,False,True,True
BOMBAY MASJID,MSD,MAHARASHTRA,3,3562,18.951935,72.838111,False,0,False,True,True
CSMT,CSMT,Maharashtra,3,3565,,,False,0,False,False,False
MUMBAI CST,CSTM,,3,0,18.944101,72.836523,True,18,False,True,True
